fen,next_move,move_type,material_diff,num_legal_moves,is_in_check,center_control
rnbqk1nr/p1pppp1p/1P4p1/8/8/N2P3P/P3PPP1/b1BQKBNR b Kkq - 0 6,a7b6,1,-5,28,0,2
2N1kb1Q/7p/n1p2pp1/4p3/p2N4/2P3P1/PP2PP1P/R1B1K2R b KQ - 0 14,a6c7,0,23,15,0,3
r1b1qr2/pp1Np1k1/n5p1/3p1p2/P4Q1p/1P1P1N2/2P1PK2/R4B1R w - - 6 18,c2c3,0,1,55,0,7
rnbq1bnr/1pppp2p/4k1p1/p7/P5P1/8/1PPPPP1P/RNBQKB1R b KQ - 0 5,e6d5,0,-2,23,0,2
2bqkbnr/p2ppp1p/8/2p3N1/7r/8/R2PPPPP/1NBQKBR1 w k - 4 11,g5f7,1,2,31,0,1
8/4k3/8/8/2B3P1/2P1P3/2P4P/4K2R w - - 1 37,e1d1,0,13,22,0,3
rnbqkb1r/pppppppp/7n/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 2,b2b3,0,0,21,0,0
rnbqkbQ1/1pp2pp1/8/p7/2p5/4P3/PPP1pPPP/RNB2K1R w q - 0 9,f1e2,1,2,3,1,1
8/8/3k1p2/7P/1PP5/4P3/4K2P/1N3BNR b - - 0 27,f6f5,0,18,7,0,3
8/p3k3/2P2n2/8/5Qp1/7R/1PP1BPP1/1N3KN1 w - - 4 27,f4g5,0,23,53,0,3
rnbqkbnr/ppp1pppp/8/3p4/6P1/N7/PPPPPP1P/R1BQKBNR b KQkq - 1 2,e7e6,0,0,27,0,2
1nbqkbnr/rpp1ppp1/p6p/3p4/8/4P1PP/PPPPQP2/RNB1KBNR w KQk - 0 5,a2a3,0,0,27,0,1
rn2kbnr/ppp1qp1p/3pp3/6p1/2PP4/7P/PP1NPP1P/R1BQKBR1 b Qkq - 0 6,c7c6,0,0,25,0,2
r1bqkbnr/1pppp1pp/p1n2p2/8/4P3/7P/PPPPNPP1/RNBQKB1R w KQkq - 0 4,c2c4,0,0,23,0,2
1n1k4/1r6/5bP1/p1p5/5P2/3P4/P2K4/8 b - - 3 29,b7f7,0,-9,33,0,3
1r1nk2r/pp3ppp/1q5n/4p3/1b6/PPP2p1R/3PPPP1/1RBQKB2 w k - 1 14,a3b4,1,-3,23,0,1
1n6/8/8/2k1p1Pp/5R1P/1P5N/5P2/4K2B w - - 0 33,b3b4,0,10,26,0,4
8/1pp4p/3p1b1p/P2Pk3/7P/N4P2/R7/3K4 w - - 3 28,d1c2,0,4,20,0,1
8/N7/1p6/1P3K1k/P7/8/2P3P1/6N1 w - - 1 39,g1f3,0,9,15,0,2
r1bqk1nr/p1p3pp/1p1pB3/5p2/4PP2/2b5/P2P2PP/RNBQK1NR w KQkq - 0 9,e6b3,0,2,34,0,3
rnbq1knr/ppp1pp1p/3p4/6p1/7P/2b1P3/PPPP1PP1/R1BQKBNR w KQ - 0 8,d1g4,0,-3,29,0,1
rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 0 1,f7f6,0,0,20,0,0
rn1qk2r/2p1ppbp/pp4p1/8/2N5/P2PP2P/RPP2P2/2BQK1Nb b kq - 3 11,g7d4,0,-5,38,0,6
1r3k2/p6p/B3n2p/2pp1pr1/7P/P4P1N/2P4N/2K5 b - - 0 23,e6c7,0,-6,33,0,4
7R/8/4k3/6Pp/3Pp3/8/5K2/1Q6 b - - 1 30,e6f7,0,14,8,0,2
3k4/8/8/4P3/2P1r3/5K2/8/8 b - - 4 38,e4e5,1,-3,14,0,2
8/6k1/8/2P5/1P5p/4K2P/3N1P2/2R5 w - - 0 40,c1c3,0,11,26,0,3
r1b1k3/p1q1ppb1/8/3p4/P6r/4KP2/1PPPP3/RNBQ1BN1 w q - 0 14,c2c3,0,3,18,0,3
r1bqkb1r/ppppp2p/B5pn/3N2p1/Pn6/4P1P1/RPPP1P1P/2BQK2R b K - 2 9,b7b5,0,-3,23,0,1
1rbk1b1r/1pp5/5n2/p2p4/6pN/PP1P4/3P2KR/R7 w - - 0 21,h4f3,0,-7,21,0,1
r1bqkbnr/pppppppp/2n5/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 2,f7f6,0,0,22,0,2
1R3knr/4p3/p2p3b/P5p1/7p/3p3K/8/8 b - - 0 28,f8f7,0,-11,2,1,1
rnbk2nr/p4ppp/1p6/6P1/7P/5P2/2KPP3/5BNR b - - 1 17,f7f6,0,-8,25,0,0
1nbk4/1p1p4/2p5/6p1/3P1rP1/1PP5/4P3/4Q1K1 b - - 2 28,d7d6,0,-1,19,0,3
1r4k1/p2p3p/5b2/P7/3p2P1/6PP/8/1b3K1R w - - 2 29,g4g5,0,-6,10,0,0
rn1qkbnr/p1Npp1p1/1p6/5p1p/2P2P2/1Q2P2P/PP1P1K2/R1B2BNb b kq - 0 9,e8f7,0,-5,2,1,3
8/4n3/8/6bp/4N1k1/8/7K/8 w - - 0 37,e4f2,0,-4,11,0,0
r1bnk1nr/3p3p/pp4p1/8/Q2p1P2/7N/PP1PP2P/R1B1KB1R b KQkq - 1 12,g6g5,0,9,19,0,0
1r1k4/p1p2p2/np1p4/7p/2P2B1P/PP1P3B/N7/b3K2R w K - 0 22,f4h6,0,2,32,0,3
r2qkb1r/ppp1p2p/2n1bppn/8/P1p2P2/7P/1PQPP1PR/RNB1KBN1 b Qkq - 2 11,a8c8,0,-1,38,0,6
rnbq1k2/p1p1np2/1p2p3/3p2P1/2P5/4PN2/PP1PB1P1/RNB1K3 w Q - 0 11,f3h4,0,-5,25,0,4
7k/8/1p6/8/8/8/b2R3P/4K3 b - - 4 35,a2b1,0,2,11,0,1
r1bqkbn1/pn1p2pr/1p1ppp2/7p/2P2P1P/3P4/PP2P1P1/RNBQKB1R w KQq - 0 12,d1d2,0,-3,25,0,3
r1b1kb2/p1pn1p2/3pp2p/P7/1P1P1Pp1/8/RPK1P1P1/1NB2BN1 b q - 0 16,c7c5,0,3,21,0,3
r3kr2/p1pb1p2/n5pp/4p3/8/P1P1P1P1/1B3P2/R4KN1 w q - 0 16,g1e2,0,-6,18,0,2
rn2kb2/p4p2/1p6/2p5/6p1/P1P2P2/3PP1Pr/1NBQKB2 w q - 0 18,f3g4,1,3,14,0,2
r4b1r/4pppp/7n/pk6/6P1/P3P2P/P3KP1N/R1B2R2 b - - 3 23,h6g4,1,1,23,0,0
2bqk1nr/5p2/r1n1p1P1/pp1p4/7P/P1PP4/3NPP2/R1BQKB1R b Qk - 1 14,b5b4,0,2,36,0,5
rnbqk1nr/pppppp2/7b/6pP/8/5P2/PPPPP2P/RNBQKBNR b KQkq - 0 4,b8a6,0,1,20,0,0
rnb1kbnr/3ppp1p/2p5/1p6/4P3/N2P1P1P/P1P4K/Rq6 w k - 2 19,h2g3,0,-23,12,0,3
r1b1kb1r/p1p1ppB1/1pn5/3p1nqp/1PP2P1P/5KP1/P2PP3/RN1Q1BNR w kq - 3 10,f4g5,1,1,34,0,5
r3kbr1/pb2p1pp/2p4n/1p6/1p3N1P/4PP2/R2P2P1/4KB1R b Kq - 0 16,b7c8,0,-5,21,0,1
r7/p4k2/1p1p3r/7p/4P3/P6P/1PK5/2R4R b - - 0 26,a8f8,0,0,25,0,1
rnbqkbnr/pp1p1ppp/2p5/4N3/8/N7/PPPPPPPP/R1BQKB1R b KQkq - 0 3,f8a3,1,1,30,0,1
5k2/2p5/8/4p1p1/2P1P1P1/1R4P1/3K4/4N3 b - - 3 34,f8f7,0,9,7,0,1
6R1/1k6/5p2/PP1p1P2/8/2P1Pp1p/7P/2K5 w - - 2 39,g8g1,0,7,23,0,2
4k1r1/p4pb1/3p2p1/8/1P5p/3PP3/5K1P/1R6 b - - 5 26,h4h3,0,-4,22,0,3
r1bqkb1r/p1ppppp1/p6p/1N6/4P1Q1/8/PPPP1PPP/R1B1K1NR b KQkq - 0 6,f7f5,0,3,17,0,0
1nbq1bn1/r1pk1ppr/5P2/pp1Pp2p/7N/PP6/2PP2PP/RNBQKB1R b KQ - 0 9,g7f6,1,1,30,0,1
7r/2p4p/6kp/3r4/8/6K1/8/5q2 w - - 0 35,g3g4,0,-22,3,0,0
6R1/5k2/2p5/4B2p/5P1P/2P2K2/8/4N3 w - - 7 39,e5d4,0,12,32,0,4
rnbqkbnr/pppppp1p/8/6p1/6PP/8/PPPPPP2/RNBQKBNR b KQkq - 0 2,g5h4,1,0,21,0,0
rn1qkbnr/pp2p1p1/4p2p/2pP4/8/2P5/PP1P1PPP/RNB1KBNR w KQkq - 0 6,b2b4,0,-5,26,0,1
Q7/8/3k4/8/3P4/1P2P3/3K4/8 w - - 1 37,e3e4,0,12,31,0,4
2b2k2/r7/4pp2/1P6/1P3P2/4P3/7r/1N3K2 b - - 0 22,f8e7,0,-8,38,0,2
8/4n3/pP6/2p1Pk1p/2N4P/p7/4N1P1/3K3R w - - 2 31,c4a5,0,8,25,0,2
2r2r2/pb4p1/p1p1k3/P4n2/2P1p1p1/BP1p3p/R2P4/1N4K1 b - - 4 33,f5d4,0,-9,29,0,4
5k2/p7/2n5/8/4p3/5p2/7K/5N2 w - - 4 37,f1d2,0,-3,7,0,0
8/8/8/8/7k/N2K1p2/6R1/6N1 w - - 0 39,g1f3,1,10,27,0,2
5b1r/3Qpk2/1p6/6Bp/3p4/8/PPP2P1P/RN1K4 b - - 0 18,h8h6,0,13,11,0,0
5R2/6pr/4p2p/3Q1p1k/2p2P2/4P3/2PP1KPP/5BNR w - - 0 20,f8f5,1,21,45,0,5
rn1r2k1/p2p1ppp/1p3n2/1p6/7P/2N2RP1/PBKP4/RN6 b - - 0 19,d8f8,0,0,21,0,2
6k1/2p5/8/p2P1p2/5K2/2p5/2b5/8 b - - 1 32,g8g7,0,-6,14,0,2
rnbqkbnr/1ppppppp/p7/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,e2e4,0,0,22,0,2
1R6/8/8/8/P7/2K5/3P4/5k2 w - - 11 40,d2d4,0,7,24,0,1
8/p1p5/2p2qkp/3p1pp1/8/P2PPPPP/4K3/1RB3NR w - - 0 26,e2f2,0,6,22,0,3
2b1qbkr/2ppp1pp/5p1n/7Q/1n1P3P/4P3/R1P2PP1/1NB1KBR1 b - - 0 11,e8h5,1,2,24,0,2
5b2/r1p3rp/ppn1pk2/7p/PPP1b3/N4P2/8/R1B1KB2 b Q - 0 24,f8b4,1,-7,40,0,5
r4knr/p1p5/1p6/6p1/8/5P1P/PPP3P1/R3K1NR w - - 0 20,h1h2,0,2,20,0,1
r3k3/1p1n1p2/p7/P7/2b2K1P/8/8/8 b q - 0 27,a8d8,0,-12,26,0,2
8/2k2p2/2pb1p2/7p/2bP1P1P/4P1K1/8/8 b - - 0 32,d6f4,1,-6,24,0,4
8/3k4/r3p2p/p6P/r7/4n3/5K2/2b5 w - - 2 39,f2g1,0,-18,5,0,0
6rk/5p2/7p/p1p5/P1P2p2/5P2/3K4/8 b - - 7 33,h6h5,0,-7,18,0,1
r2n1Bn1/pp1k4/6p1/4pp2/6P1/3P4/PP2P1B1/RN2K3 b - - 0 20,f5g4,1,3,20,0,2
2kr1bn1/p5p1/3pp1p1/P1p5/1p6/4P3/1PK4P/7R w - - 0 29,h1d1,0,-9,18,0,1
4r3/B1pk3p/Q5p1/4P3/8/P4r1P/P1P4P/1R2K2R w K - 1 20,a6f1,0,15,42,0,1
1nb2k1r/1p1pn1p1/2q4p/2p1pP2/2P5/2N2P2/3P3P/3K1BNR w - - 1 15,d2d3,0,-10,23,0,4
r1bqkbnr/p4pp1/np1p4/2P1P2p/2P5/7P/P2PP1P1/RNBQKBNR w KQkq - 0 7,g2g3,0,2,24,0,1
rn6/8/2p1k3/p1P5/P3K2b/8/2r5/8 b - - 1 40,c2c5,1,-16,26,0,3
r2k1b2/2p2p2/p1n5/1p4p1/4P1B1/3bK3/7r/4N2R w - - 0 23,g4d7,0,-12,19,0,3
r5k1/2R5/5p1p/4pP2/6pP/p1P5/P1P2K2/8 w - - 3 30,c7h7,0,0,20,0,1
3q1knr/2p1p2p/1pn5/5p2/3bP3/r7/PPPPNPPP/RNB1K2R b KQ - 1 9,e7e6,0,-6,45,0,6
r1bk1bnr/pp1ppp1p/n7/q5p1/PPp5/5PPP/2PPP3/RNBQKBNR b KQ b3 0 7,a5b6,0,0,33,0,2
3qnk2/2p1p3/2b3p1/3p4/2p2P2/6P1/1P1PP1BP/1NB1K1NR w K - 1 18,g2d5,1,3,22,0,3
5r2/p3B3/1pp5/7k/3P4/NP1P2P1/P5K1/8 b - - 6 34,f8g8,0,3,21,0,1
5rk1/1N2pp1p/6pb/8/3PP2P/3B1N2/1PP2PPR/5K2 b - - 3 22,f8a8,0,9,18,0,0
3rk3/1p3p2/6p1/p7/8/3N4/8/R2K4 w - - 4 36,a1a5,1,-1,11,0,1
r2k2nr/p1pp1ppp/1b6/4p1P1/P7/B1P5/3P3P/R4K2 w - - 1 20,a3d6,0,-10,22,0,1
8/1k6/4p2P/4P2R/1p6/5K1N/8/1N6 w - - 0 40,h3f2,0,11,19,0,2
1nb3n1/1p6/5k2/2P2p2/1PP2b2/8/5K2/2B3q1 w - - 8 31,f2g1,1,-17,3,1,1
1r2kbnr/p1q1p1p1/1p3p2/2p5/3Q1P2/PP5p/2P4P/1RB1K2R w k - 2 16,f4f5,0,-5,37,0,4
8/2k5/8/1P6/1P6/4P3/3B2PP/5KR1 w - - 2 37,d2c1,0,13,13,0,1
1r4qr/pp1B3p/3p4/P1p1p1k1/5b2/R1P1P3/1PNP4/2B1K3 w - - 1 19,e1f1,0,-9,28,0,3
rnb1q1nr/1pp1kppp/3p4/p3B3/8/2P2NPP/3PPP2/RN1QKB1R w KQ - 0 8,d1c1,0,2,29,0,4
8/1B6/1ppk3p/4p3/P7/4PP2/1K6/8 w - - 0 33,b7c6,1,2,15,0,2
1rb1kb2/1p1pp1p1/5P2/p5n1/P1P5/8/1P2P2r/2RQKBN1 w - - 0 19,f1h3,0,1,25,0,3
3k4/2R4p/1p2r3/8/PP5R/NK6/8/6N1 w - - 1 35,g1h3,0,11,39,0,2
6r1/4k3/7Q/8/1R4p1/8/4K3/6N1 b - - 4 36,e7e8,0,11,15,0,0
2k2b1r/4pp1p/8/3P2N1/3P2nP/P7/2P5/4KN1R b - - 0 22,f7f6,0,2,20,0,1
r2qk1nr/pp1b1p1p/4p1p1/2pp4/6N1/BPP2P2/3PB1PP/RN1QK2R w KQkq - 0 10,h2h4,0,4,30,0,3
rn1qkbnr/ppp1pppp/3pb3/8/4P3/N7/PPPP1PPP/R1BQKBNR w KQkq - 1 3,a1b1,0,0,30,0,1
8/3k4/8/8/4P1p1/2PP4/5K2/1N6 b - - 6 39,d7e8,0,5,9,0,0
rn3bnQ/p4k2/3P1p2/1pp1p3/8/N2P3P/PP2PPR1/1R2KB2 b - - 0 17,f8d6,1,13,17,0,3
rn2k3/p6p/8/1p4p1/4P3/5KP1/NBP5/1R6 w q - 0 25,b1h1,0,2,28,0,4
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,f7f5,0,0,20,0,0
r1bqkbnr/pppppp2/8/7p/B3P1Q1/N1P4p/PP1P1P2/R1B1K1NR b KQkq - 1 8,h5g4,1,1,20,0,0
r2qkbn1/1pp1pp2/3p4/p7/3NP3/P6b/1PPP1P2/RNB2RK1 w q - 0 12,g1h1,0,-4,22,0,1
4kn2/4pNp1/8/2p3n1/1p2P3/6P1/1BP2P1P/1N3K2 b - - 0 17,g5e4,1,4,17,0,2
q4R2/rp1bk3/1p1p2P1/4p3/7P/1p1PP3/1PP1K3/2R1QB2 w - - 0 23,f8a8,1,6,36,0,2
rnbqkbnr/p1ppp1pp/8/1p3p2/6P1/N4P2/PPPPP2P/R1BQKBNR b KQkq - 1 3,f5g4,1,0,22,0,1
Qnk3nr/3p2pp/8/1P3p2/1b3p2/2P5/1P1PP1PR/1NBK1BN1 w - - 1 13,a8b8,1,13,34,0,3
rnbqkbnr/p1pppppp/1p6/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,f2f4,0,0,27,0,1
N7/5k2/p7/5pp1/2N5/1P2K3/2P1P2B/8 w - - 0 33,c4a3,0,9,23,0,4
r1bk1r2/P1pp2b1/5q2/4p2p/1P2P3/3P4/2P1K2P/8 b - - 0 21,f6f7,0,-23,33,0,2
8/Q4pp1/n1pkp3/p7/5P2/1P5N/3P2PP/1B3K1R w - - 3 29,a7g1,0,17,35,0,3
8/8/1k6/8/1B6/NPP1P1Q1/4NP2/4K3 b - - 2 40,b6a7,0,22,4,0,0
r1bB4/p4kpp/n3p3/2p5/1P3K2/1P5P/P7/RNR5 b - - 0 23,h7h5,0,4,17,0,2
rnbqkbn1/ppp1pppr/8/3p3Q/8/4P2P/PPPP1PP1/RNB1KBNR w KQq - 1 4,e3e4,0,1,39,0,3
1r4k1/n3b1pp/8/pR2P3/3K2P1/8/7P/8 b - - 0 27,b8b5,1,-6,28,0,0
rnb1kb2/ppp1p2r/8/6p1/P3p3/7P/RP1Q1PP1/1NB2KNR w - - 0 13,g2g3,0,8,33,0,2
3k4/p2p3p/5P2/2P1pp2/5Pr1/8/3KP3/4QN2 b - - 2 26,g4f4,1,6,20,0,2
5bnr/6p1/3kpp2/P6p/2P2P2/2NP4/1P2P2P/2BK2NR w - - 0 21,c1d2,0,6,23,0,5
rnbqkb1r/pp1p3p/4p1p1/2p5/2P2Pn1/7B/PPQPP2P/RNB1K2R b KQ - 2 8,g4h2,1,-3,32,0,3
2bk1b1r/3n2pp/8/pr3p2/8/2P5/1P2PPPP/RN2KB1R w KQ - 0 13,a1a5,1,-1,20,0,1
1n1k2r1/2p2pR1/p7/p3p3/P5b1/2PPP1P1/RP6/1NB1K3 b - - 0 17,g8g7,1,6,24,0,1
rnbqkb1r/p1pppppp/1p5n/8/8/N1P5/PP1PPPPP/R1BQKBNR w KQkq - 2 3,f2f4,0,0,23,0,1
1nbqkbnr/r1ppp2p/p7/8/P3p3/RPP3p1/3P1P1P/1NBQ1RK1 w k - 0 12,h2g3,1,-7,23,0,1
r2qk1nr/3nppbp/pp1p2p1/8/PP1P3P/2N4N/2P1PPP1/2RQKB2 b kq - 2 11,a8b8,0,-4,29,0,4
r2qkbn1/2pbp1r1/2p3pp/p7/4p3/P3P3/1PPPKPP1/R1BQ2NR w q - 0 12,g2g3,0,-3,24,0,1
rnbqkb1r/pppppp1p/6p1/8/P2Pn3/7N/1PP1PPPP/RNBQKB1R w KQkq - 1 4,c1g5,0,0,27,0,2
r2qk2r/p2pp2p/1p4p1/6p1/P7/2KP1P2/7P/RN3BR1 w q - 1 18,g1g5,1,-6,24,0,3
8/3k4/8/1p6/1P4Q1/8/1P2PP2/1N3KN1 b - - 2 25,d7c7,0,18,6,1,0
rnb1kb2/ppqppr2/6p1/2P5/P7/8/RPP1P2P/1NBQK2R b Kq - 0 12,c7f4,0,-2,32,0,1
3k3B/8/1P3Pp1/8/4P1KP/2p5/8/8 b - - 0 32,g6g5,0,5,5,0,0
r1b2k2/1p3p1r/2n3pp/p2p4/P6P/NP3P2/2P1B1P1/1R2K1R1 w - - 4 18,c2c4,0,0,25,0,1
1rb1kb2/p2pnppr/8/1p5p/8/1P1P4/P2KPPPq/RN3BNR b - - 1 11,h2h1,1,-9,33,0,2
rn4nr/ppp1k1p1/5p1p/4pP2/8/P4PP1/1BPP4/R2QK1NR w KQ - 1 11,d2d3,0,8,27,0,3
r2qkbnr/pbppp3/2n3pp/5p2/2P5/P1N2P1P/1P1PP1P1/R1B1KBNR w KQkq - 0 9,a1a2,0,-8,24,0,4
rnbqkbnr/p1ppp2p/6p1/1P3p2/8/2P4P/1P1PPPP1/RNBQKBNR b KQkq - 0 4,g8h6,0,1,21,0,1
8/N6k/3p2p1/8/1n2P3/2P4P/4KP1R/8 b - - 2 36,h7h6,0,7,12,0,2
8/4b1pn/1k6/7p/7P/1P2P3/rP1B1P2/5K2 b - - 1 28,a2a7,0,-5,29,0,0
rnb1kbnr/pp1p3p/4p3/1p3pp1/4P3/8/PPPP1KPP/RNBQ3R w kq - 0 9,e4f5,1,2,33,0,1
8/1B6/1P2kpp1/p7/P1P3p1/1K3N1r/4P3/R7 b - - 5 34,h3f3,1,6,18,0,3
r3kbnr/pp1bp1pp/8/2pP1p2/5P2/8/PqNPP1PP/R1B1KBNR w KQkq - 0 8,g1f3,0,-6,21,0,2
1rbqkb2/pppppp2/5np1/8/3P1P1R/N5P1/PPQ1P3/R3KBN1 b Q - 0 10,f6h5,0,4,20,0,2
7r/8/7n/1B4pp/PP2k3/8/K7/4r3 w - - 0 37,b5c6,0,-10,12,0,0
rnkq1br1/2p1p1p1/5n2/p6p/2P1bP2/PP5P/3P1KP1/RNB3NR b - - 0 12,d8d5,0,-10,39,0,5
5Rnr/7p/1p2k3/3p2q1/3P3P/2P1Ppp1/1B6/3QKBNR b K - 0 18,h7h5,0,10,24,0,5
8/3k4/8/8/4Q3/1PP5/4PK2/5B2 w - - 4 38,e4a8,0,15,36,0,4
1nbqk1nr/3p1p2/1pp1p1p1/7p/R2P4/8/1PPKPPPP/2B2BNR b k - 0 9,e8e7,0,-4,24,0,2
1r2kbnr/pp6/4pppp/1bP5/4P3/5P2/PPP3PP/R2K1BNR w k - 0 12,b2b4,0,-1,24,0,2
r3kbnr/p2qp3/5ppp/2p5/1P6/2N3N1/2PP1P1P/R1B1K2R b KQkq - 0 13,d7d2,1,-7,33,0,4
rn1qkbnr/p1pp1ppp/b2p4/8/8/8/PPPPPPPP/R1BQKBNR w KQkq - 0 4,b2b3,0,-2,19,0,0
5k2/3n4/1p5p/3q3P/1pK1P3/8/5r2/r7 w - - 0 31,c4d5,1,-23,3,1,3
1n3b2/1bppk1pr/1p2p2n/r7/p2P3N/7P/P1P1PKP1/2RQ1B1R b - - 1 16,h6f5,0,3,39,0,5
r1bqkbnr/pppppppp/2n5/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 2,a2a3,0,0,21,0,0
4r3/4kp2/1p6/n5b1/4p1P1/2P1P2B/7K/8 w - - 5 35,h2h1,0,-8,7,0,2
rnb4r/p5k1/2p1pp1p/8/1PPP4/5P2/Q4P2/RN2K3 b Q - 0 17,e6e5,0,1,21,0,3
r3kb2/p3n3/p3p3/5p2/2p5/1rQ1PK2/P2P4/2B3N1 w q - 2 22,f3f4,0,-3,28,0,4
1nk5/8/8/7P/p1P5/8/8/6K1 b - - 0 40,b8d7,0,-2,8,0,0
1n3bnr/2p5/b3kp2/1p4Pp/8/6PN/1BPKP2P/3Q3R w - - 0 17,d2c3,0,4,31,0,2
8/2k4p/8/5Pp1/7P/1P3P2/4K3/1r4NR b - - 0 36,c7b8,0,5,20,0,0
rnb1k2r/3p1pnp/pp2p1p1/8/7R/b1PPPP2/P5P1/RQ2KBN1 w Qkq - 1 12,h4e4,0,2,34,0,6
rnb2bn1/p1ppkp1r/8/4p3/8/4K3/PPPP1PPP/RNB4R w - - 1 11,h1g1,0,-4,24,0,2
r1bqk2r/p1pp1p2/Bpn5/4P1pp/P3P2N/b5P1/3P3P/RN2K2R w KQkq - 0 15,e1e2,0,-10,28,0,1
2Q5/7k/B3P3/7p/2PP1P2/8/P1K5/R7 w - - 3 35,c8f8,0,21,35,0,3
Bn6/2b2k2/p3pp1P/8/8/1NP5/1P3P2/2B1K1N1 b - - 1 23,b8d7,0,7,18,0,3
rnbqkbnr/ppp2pp1/3p4/4p2p/2P5/P2P4/1P1NPPPP/R1BQKBNR b KQkq - 1 4,h8h6,0,0,34,0,2
2Bqkb1r/3ppppn/8/pp6/PP2P3/7N/2PP1PP1/RNB2K1R b k - 0 12,d8c8,1,3,16,0,0
6n1/2R5/5k2/1P6/3p4/1P3P2/3B1K1P/1N6 w - - 1 30,c7c5,0,11,36,0,1
3k1b2/4p3/r4n2/5pp1/1Pp5/2K4P/8/8 b - - 1 31,a6a2,0,-13,29,0,3
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,0,0,20,0,0
r7/P4k1p/6p1/8/P7/8/7P/R4K2 w - - 1 32,f1e1,0,1,14,0,0
rnbqkbnr/pppp1ppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR b KQkq - 0 2,h7h5,0,1,29,0,0
rn3b2/3k1pp1/2p2p2/7P/Q2P4/4P3/P4P2/4KbN1 w - - 1 19,a4d1,0,-1,24,0,3
1n6/5p2/1k6/2b1p2n/8/8/7K/1r6 b - - 5 35,b1b3,0,-16,37,0,2
2rk4/8/1p1p4/2p5/4K2P/P7/1b2B3/4R3 b - - 1 36,b2a3,1,-1,20,0,4
1r2kb1B/pppn1p2/8/4Pb2/8/PPN3P1/R1P1PPBP/4K1NR w K - 0 14,g2b7,1,12,32,0,5
rnb1kb2/1pp1pp2/p6p/P7/4p3/1q6/2P5/1NK5 w q - 0 22,b1c3,0,-25,8,0,0
5k2/5p2/5p1n/8/8/8/2pb4/r6K w - - 2 38,h1g2,0,-14,2,1,0
1kN5/8/8/8/8/P1P1P2p/3K1P1P/8 b - - 10 37,b8c8,1,7,4,0,0
r7/pb1p2pr/4p1k1/7p/1p1N3P/3P4/1P4P1/1NB1K2R b - - 3 18,e6e5,0,-1,24,0,3
rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,d7d6,0,0,20,0,0
r4k2/p2p3r/n4ppp/2p2P1b/P4P2/3K3P/2P5/R1B5 w - - 0 24,f5g6,1,-9,17,0,3
1rbqkb2/3pp2p/pp3p1p/P7/2PN2P1/R1n5/1P2PP2/1N1QKB1R w - - 0 17,h1h4,0,4,39,0,2
rn3bnr/pp1kpp1p/2p3p1/4P3/8/2P3K1/bP3PPP/2R1NB1R b - - 0 11,a2b1,0,-7,26,0,2
r1bqkbnr/p1pppp1p/8/1p4p1/1P1n3P/3P1P2/P1P1P1P1/RNBQKBNR w KQkq - 0 5,c1g5,1,0,26,0,2
2k5/8/1p6/p2p3P/P2n4/3P4/3P4/3K4 w - - 0 28,d1e1,0,-2,3,0,1
r1bqkbnr/pppppp1p/2n5/6Q1/8/4P3/PPPP1PPP/RNB1KBNR b KQkq - 0 3,f8g7,0,1,22,0,2
8/2k5/8/1p4p1/1P2K3/4P3/4P3/4R1N1 w - - 4 39,e1d1,0,9,13,0,4
r3kbnr/p1q1pppp/p1pp4/8/2P5/5P1P/PP1PP2P/RNB1KB1R w KQkq - 1 7,b2b4,0,-6,17,0,2
r1bq1bnr/p1p1p3/n3kp1p/3p2p1/1PBPP1PP/N7/PB3P2/RQ2K1NR w KQ - 1 11,c4f1,0,0,31,0,5
r1B1k2r/1pp3p1/5p2/p6p/4Pb1K/P2R2P1/1PP1P3/RN6 w q - 4 21,d3d2,0,3,30,0,3
4br2/p4k2/8/8/2p2p2/8/8/7K w - - 8 38,h1g2,0,-11,3,0,0
rnb3nB/pp1kp3/2pp4/8/1P5p/8/P1P1PPPP/RN1QKB1R w KQ - 2 11,d1d6,1,15,29,0,4
1rk5/pb1p2Q1/npp1pp2/8/3PP3/2N4N/PBP4b/R2K3R b - - 2 18,b8a8,0,12,19,0,4
rnbqkbnr/ppppp3/7p/5p2/1P6/3P4/P1P1PPPP/RN1QKBNR w KQkq - 0 4,a2a3,0,-2,22,0,1
rnb2r2/3B1kpp/pp6/5p2/P2P4/4P2P/1B1K2P1/Rq6 w - - 0 19,a1b1,1,-14,20,0,3
2b1kr2/8/3n4/8/5P2/2P2P2/1P1PP3/1qB1KB2 w - - 0 25,b2b3,0,-8,12,0,3
rn1k4/pp3pbp/4b3/5p2/7P/4P3/P1P2P2/R1K3NR b - - 3 20,h7h6,0,-1,31,0,4
